prompt,completion
Sentia vontade de me espelhar em seu modo de pensar .,
"Li o livro três vezes , e só não li uma quarta vez pois tive que passar a ler outros livros .",livro
"E se quis ler tanto assim , é porque o livro realmente diverte !",livro
"Ri demais com as histórias de Maria de Lourdes ou , como ela gosta de ser chamada , Malu , pois conta momentos em que ela ainda se encontrava em a barriga de sua mãe , até o momento em que passou a viajar solo com 21 anos .","histórias
de
Maria
de
Lourdes"
São histórias engraçadas que arrancaram boas gargalhadas minhas .,histórias
Cheguei a obrigar meus pais a ouvirem alguns capítulos que eu tanto queria ler em voz alta para todos .,
É inesquecível .,
Recomendo muito !,
Um livro leve que detalha de forma concreta a vida de uma família através de os anos e de as mais diversas experiências .,livro
Ele começa quando Maria de Lourdes ainda está em a barriga de sua mãe Angela Cristina e vai até ela sair de casa a os 21 anos .,
"Em a primeira metade de o livro a historia é narrada por Angela , uma personagem por a qual desenvolvi um imenso carinho a o longo de a trama , com seu jeito exagerado e dramático de ver as coisas - o que só torna o livro mais engraçado - e seu imenso carinho e preocupação com sua filha que pagina a pagina descobre um pouco mais de o mundo que a cerca .","Angela
personagem"
"Quando Maria de Lourdes tem idade o suficiente para narrar sua própria historia vemos que aquela mãe que tanto nos encantou é um pouco chatinha em certas coisas , o que prova que a perfeição está em os olhos de cada um .",
"Eu realmente gostei de esse livro e o indico principalmente a os leitores mais jovens , por ter uma linguagem direta e de fácil compreensão .",livro
"fala sério , mãe !",
"Esse livro é muito legal e engraçado Maria de Lourdes é uma menina muito teimosa quer sempre a o contrario de sua mãe quer sempre ser como seu pai , e sua mãe não gosta .",livro
"Como : sua mãe quer que ela coma salada , mas ela diz que não é nenhum animal para comer mato .",
e disse que seu pai não come salada e é super forte mas sua mãe disse que ele não é ' 'super forte ' ' ele é super GORDO ... ... tem várias etapas de esse livro que é muito engraçado e agradável de ler .,"várias
etapas
de
esse
livro"
É muito bom ...,
Mães ....,
"Diga o que quiser , cometa o erro que for , brigas e mais brigas .",
"Mas fala sério , mãe é sempre mãe .",
"E mesmo que ela queira que você seja uma bailarina , acaba te matriculando em o judô .",
"Ela leva a sua culpa por o seu pum em o elevador , ela te protege de os germes e bactérias quando você nem sabe o que é isso .",
"Ela te atura durante a TPM , seus namorados , e coisas a mais .",
"Não há o que dizer , mãe é mãe .",
fala serio pai,
"O livro fala serio pai conta a historia de malu uma menina sapeca des de quando era pequena , quem conta a historia e o pai de ela o Armando .",
a historia começa quando ela era pequena .,
quando acabou de nascer seu pai deixou ela e sua mae em o hospital e foi jogar futebol ficou muito culpado mais ele tinha que fazer isso .,
Em a minha opniao ela ficxou meio que lele por causa de isso .,
se quiser saber se ela ficou meio lele leia o livro fala serio pai,
muito comédiia !,
qria um pai de esses !,
"[ tirando a parte de os micos , é claro !",
adorei,
Fala Sério !,
É esse tipo de bobagem que as editoras estão impondo a os pré-adolescentes ?,
Fala sério Brasil !,
Fala Sério Professor !,
""" - Isso aqui é um chiqueiro !",
"Não acredito que você trocou nossa casa superacolhedora , limpíssima e sempre arrumadíssima , por essa pocilga ?",
"Fala sério , Maria de Lourdes !",
"- exasperou - se minha mãe , mãos em a cintura , a última vez que veio me visitar "" .",
Que bronca !,
"Em o entanto , Fala Sério , Professor !",
"não descreve os conflitos entre mãe e filha , mas entre Malu e seus professores .",
"Todos os professores que marcaram a história de Malu não deixam de aparecer em a história , os de o colégio , o de a academia , o de o curso de inglês , a de shiatsu , os de teatro , os particulares , os gatos , os durões , os que amavam ser durões , os amigos , o meio doido , o que não ria e até aquele que não perdoava cola .",
"Malu , a protagonista de a divertida e conflituosa história de Fala Sério , Mãe !",
", está de volta em a publicação de a Rocco Jovens Leitores em crônicas leves e engraçadas , sendo que cada uma de estas está relacionada a a idade de Maria de Lourdes , ou sejam , acompanham sua vida de os três a os 22 anos de idade .",
"Apesar de nem tudo ter sido um mar de pétalas de rosa , Malu , a os 22 anos , sabe que cada professor teve um papel importante em sua formação .",
""" É muito bom olhar para trás e me lembrar em detalhes de todas essas histórias .",
"Bateu uma saudade de os meus mestres ... Professores mexem em a nossa vida , em os nossos conceitos , em os nossos medos , em as nossas inseguranças , em as nossas convicções , em as nossas emoções .",
"E nos incentivam a formar opiniões , nos testam e nos deixam ansiosos , curiosos , muitas vezes revoltados , outras empolgados , interessados "" .",
"Em um livro regado com bom humor e um vocabulário totalmente juvenil , Thalita Rebouças , penetra em o universo escolar ( que para muitos jovens é um ambiente chato ) e com leveza em a escrita retrata este período para que seja bem aproveitado e futuramente , fazer parte de as boas lembranças de a vida de seus leitores .","livro
vocabulário"
"Enfim , em este grande baú de memórias Malu tem o seu primeiro dia de aula , torna - se amiga de a professora , apaixona - se por o professor , dá o seu primeiro beijo , passeia por a escola , vai para a auto-escola , além de viver muitas outras aventuras com os mais variados professores .",
"Vale a pena conferir Fala Sério , Professor !","Fala
Sério
,
Professor"
", de Thalita Rebouças !",
Recomendadíssimo !,
É um livro que fla de os mil e um tipos de professores que passam por a vida de uma adolescente .,
Um história fácil de ler e muito boa pra quem quer dar umas risadas de vez em quando !,história
Esse é de aquele tipo de livro que vc quer sempre ler !,Esse
Um sonhador,
"Depois de muito ouvir sobre esta obra prima , resolvi tirar as minhas próprias conclusões .",
"A o contrário de o que muitos dizem ser um livro manipulador de mentes e perturbador , com si enxergar em o personagem um adolescente como qualquer um de nós , com medos , anseios , sonhos e uma imensa vontade de viver .",
"Viver não apenas em o sentido real de a palavra , mas viver intensamente a cada dia , se aventurar , se entregar , descobrir o mundo com os próprios olhos , passar por situações em as quais só o próprio personagem é capaz de descreve-lás .",
"Este livro é definitivamente um de os melhores que já li , afinal , todos nós temos um pouco de o Holden Caulfield dentro de si .",livro
O Holden nosso de cada dia .,
Resenhas sobre O Apanhador em o Campo de Centeio existem a os montes .,
"Todas dizem sobre as andanças de Caulfield em Nova York e sua viagem interior , com tons nostálgicos e sagrados acerca de a infância , e temerosa por conta de o mundo adulto e hipócrita que se avizinha .",
Uma jornada que tenta preservar a inocência de os primeiros anos contra a falsidade e aparências de o universo de a carteira assinada e prestações a pagar .,
O universo que invariavelmente nos aguarda .,
As páginas de o Apanhador me fizeram pensar em isso .,
"E como acontece com toda boa estória e com todo bom personagem , eles passam a fazer parte de nós : A primeira vez que li O Apanhador em o campo de centeio foi em 2007 .","estória
personagem"
"Já cansado de as leituras obrigatórias de a faculdade , resolvi escolher algo por mim mesmo e conheci Holden Caulfield .",
"Cheguei , em alguns momentos , a incorporá - lo .",
"Lembro de ter ido , junto com alguns amigos , a o Morumbi , dias após terminar o livro .",
"Era a semifinal de o Campeonato Paulista , entre São Paulo e São Caetano .",
"Tarde chuvosa , parecia um ensaio geral para a segunda versão de o dilúvio .",
"Ingressos esgotados , fomos negociar com o cambista : - Tem arquibancada azul ?",
- perguntei .,
"- Tenho , mano .",
"R$ 120,00 .",
"- R$ 120,00 ?",
Cento e vinte reais !,
"Em a bilheteria era R$ 30,00 !",
"Tá me vendendo um por o preço de quatro , seu cretino !",
Seu cretino .,
Influência de Caulfield .,
"Até chegar a turma de o "" deixa de isso "" , trocamos uns sopapos .",
"Melhor , levei uns sopapos , pois o cambista devia lutar capoeira ou coisa assim .",
"O fato é que o "" cretino "" já estava lá dentro , em alguma sala de o cérebro onde ficam nossas respostas imediatas , que fogem de o padrão pensar-dizer .",
"Foi uma resposta , uma expressão , vejamos , instintiva .",
"Sei que foi em 2007 , pois esse jogo o São Paulo perdeu de 4 a 1 para o São Caetano e essas derrotas vexatórias sempre marcam um torcedor .",
"Mais , até , que as porradas de um cambista .",
"Holden , como é saudável utilizar a droga de o seu sarcasmo em algumas situações toscas que a gente acaba vivenciando .",
Uma terapia .,
Muito Mais Que um Romance,
O Apanhador em o Campo de Centeio .,
J. D. Salinger .,
"Este é mais um de aqueles livros que li quando ainda era , praticamente , um bebê e ainda não tinha noção de nada .",
Comecei a ler este romance por as razões mais idiotas que vocês podem imaginar .,
"Claro que não irei mencioná - las , não quero me envergonhar e muito menos envergonhar quem estará lendo .",
"Admito que apesar de as razões estapafúrdias , creio que fiz a melhor opção a o ler o livro .",
Pq ele me fez refletir sobre muitas coisas .,ele
"Obviamente não tinha a menor idéia de o assunto que se tratava o romance , quando comecei a ler .",
"Por isso , minha mente estava aberta , sem nenhuma idéia ou preconceito sobre o texto .",
"E não demorou muita , em as primeiras páginas fui arrebatada por o senso de humor e por a revolta obvia de um adolescente como Holden .",
Hoje compreendo os momentos líricos e toda a revolta de Holden .,
RECOMENDADÍSSIMO !,
ADORO !,
O Apanhador em o Campo de Centeio,
""" O menino ia por a calçada ( ... ) sem parar de cantar e sussurrar .",
