reviews,explicit aspects,fold
"A história de sem-pernas e sua lealdade a o grupo é bastante comovente , além é claro de o amadurecimento precoce de todos , devido a o desamparo sofrido .","sem-pernas
o
amadurecimento
precoce
de
todos",10
"Tive que ler "" Capitães de a Areia "" por causa de um trabalho em grupo de português .",,10
"E como sempre eu achei que o livro seria chato até porque as opções que a professora dá nunca são legais , e bem esse não é o tipo de livro que eu gosto .",,10
"Mas em a verdade eu fiquei feliz por o nosso livro ser Capitães de a Areia , porque ele foi fácil de ler e a estória não era chata e confusa que nem a maioria .","Capitães
de
a
Areia
estória",10
Em a verdade era bem interessante .,,10
"O que eu gosto em esse livro é como ele mostra tudo o que acontece com as crianças que vivem em a rua , elas enfrentam a fome , a miséria e a violência e mesmo assim elas conseguem ver um lado bom em isso que é a liberdade que eles tem .",,10
E que eles não querem perder por nada .,,10
"Os Capitães não confiam em ninguém a não ser em o padre que os ajudam , e que foi difícil até pra ele conquistar a confiança de eles .",,10
"Os Capitães são apenas crianças entre 8 e 15 anos de idade , que vivem como homens tendo que enfrentar tudo e todos .",,10
"Eles não são apenas bandidos , eles procuram a justiça e a igualde .",,10
"O livro é emocionante e mostra que apesar de o tempo , nada mudou .",livro,10
Belíssimo,,10
"Livro tem o caráter de prender o leitor , as vidas retratadas por Jorge Amado , mostra que um pouco de afeto e carinho são essenciais para a formação de o jovem .",Livro,10
Está quente em a Cidade da Bahia,,10
"Um livro comovente , sensual e intrigante .",livro,10
O mais bonito de o livro está em a percepção de que não há maniqueísmo em os personagens .,"O
mais
bonito
de
o
livro",10
É difícil separá - los em bons e maus .,,10
São crianças que tomaram rasgões de a vida .,,10
"Muito difícil acabar não se identificando com um de os meninos de o trapiche e ver em por o menos um de eles , um pouco de nós mesmos ( em o meu caso fiquei encantado por o Professor ) .","meninos
de
o
trapiche
Professor",10
"E em o final , a mensagem de encontrar aconchego em a revolução é uma semente para a luta , não só para os pobres de a cidade de a Bahia , como para todos os inconformados de esse mundo .",,10
A vida sob o ponto de vista de as ruas,,10
"A história é a de um grupo de menores abandonados que vivem em Salvador , roubando e se escondendo de a polícia , brigando entre eles mesmos e contra o mundo , eles beiram o equilíbrio entre o abandono e a marginalidade .",,10
"Eles são liderados por Pedro Bala , valente , mas não injusto , que ajuda A aqueles que precisam de ele .",,10
"Esta é uma história por vezes triste , por vezes alegre , por vezes revoltante , mas sempre marcante .",história,10
"Quando de a adição de Dora a o grupo , eles se tornam uma espécie de família , sendo ela a mãe para a maioria de eles , exceto para Pedro , de quem se torna mulher .",,10
"E amor eterno , enquanto dure .",,10
"Uma obra perene , sem dúvidas .",,10
Indubitavelmente é um clássico de a literatura brasileira e um livro para toda a vida .,,10
"Diferente de as tantas outras vezes , a o terminar de lê - lo fui tomado por uma sensação estranha ; indescritível .",,10
"Uma mistura de tristeza , impotência e a o mesmo tempo muito pesar por haver terminado a leitura - grande seria minha alegria se o livro ostentasse a o menos duzentas páginas a mais .",,10
Obviamente me senti transformado após apreciar uma obra tão grandiosa .,obra,10
"A narrativa é desenvolvida com maestria por Jorge Amado , fazendo com que a leitura flua de maneira bem agradável .","narrativa
leitura",10
"Somos arrebatados desde o início por a representação gramatical de o linguajar malandro de os meninos , por as diferenças de personalidade presentes em cada um e é claro , por a variação constante de cenas - sem dúvida uma de as características mais importantes de o enredo .","representação
gramatical
de
o
linguajar
malandro
de
os
meninos
as
diferenças
de
personalidade
presentes
em
cada
um
a
variação
constante
de
cenas",10
A obra não fica estagnada em o mesmo ponto e prima por o dinamismo trazido por as aventuras de os Capitães de a Areia .,obra,10
"Uma obra perene , sem dúvidas .",obra,10
Jorge Amado,,10
Jorge Amado é um de os melhores literatos de a segunda geração/fase modernista .,,10
"A história acontece em a Bahia , o início "" transcreve "" trechos de um jornal fictício de a época narrando os últimos acontecimentos envolvendo os tão famosos meninos de rua "" Capitães de a areia "" .",,10
"Não existe personagem principal , pois cada um tem sua particular importância em a história .",,10
"O líder , Pedro-Bala , destaca - se muitas vezes por resolver os conflitos internos de o grupo e comandar os roubos e furtos com a ajuda de Professor , o mais inteligente de os meninos , míope , coleciona jornais e livros antigos , resgatados em feiras e roubos em casas nobres .",,10
"Uma história muito forte , "" Capitães de a areia "" entrou em circulação em a época de o Estado Novo de Vargas , a censura reprimiu duramente o livro , queimando milhares de exemplares e proibindo sua venda .",história,10
"Uma história que retrata fielmente a realidade de os meninos de rua , não só de a Bahia , mas de o país como um todo .",história,10
Grande tesouro de a literatura brasileira .,,10
Vale a pena ler !,,10
Punição ou Prevenção ?,,10
"Livro que expões diversos problemas sociais através de a vida de órfãos que vivem em um armazém abandonado , enfrentando muitas dificuldades para conseguirem sobreviver a fome , o frio , o abandono , a violência de os seus iguais .",,10
"Jorge Amado em esta obra retratou como vivem crianças de rua , o que fazem em o seu dia a dia , seu "" desenvolvimento "" precoce ante a precariedade enfrentada .",,10
"Crianças amadurecidas por a carência , por a necessidade , por a luta que são obrigadas a enfrentar em uma cidade que não os aceita .. Em a corrida por a sobrevivência partem para o crime .",,10
Atitudes essas que muda o destino de todos tanto de maneira positiva quanto negativa .,,10
É uma história comovente que leva - nos a questionar qual o papel de cada um em a sociedade .,história,10
Quase ...,,10
O livro é bastante interessante ... tem hora que parece baseado em fatos reais .,livro,10
"A narrativa , os dialógos e o final são muito legais .","narrativa
dialógos
final",10
O melhor de o nacional .,,10
"Esse é um livro muito bom , acho que de os nacionais é o meu preferido .",livro,10
"Ele conta história de os meninos de rua , que povoam e dominam Salvador de forma espetacular , realística e a o mesmo tempo com algo a mais em o ar .",história,10
"Você se emociona , se assusta , reflete , tem diversos sentimentos a o ler esse livro .",,10
E o incrível é ver como a o mesmo tempo eles são tão adultos e também tão infantis ... como são independentes e a o mesmo tempo frágeis ... Eles vivem em uma comunidade criada e organizada por eles próprios !,,10
Uma leitura muito boa .,,10
Quem não leu não deve deixar de ler esse clássico .,,10
Fascinante,,10
"Jorge Amado conseguiu passar para o papel toda a emoção , verdade e dor de os meninos de rua de a Bahia .",,10
E fez isso com sensibilidade e paixão .,,10
"Li este livro em dois dias , pois não conseguia me separar de as personagens de o mesmo por muito tempo .",livro,10
Para mim esse é o melhor livro de Jorge Amado !,livro,10
Muito bom ..,,10
Querido Pedro Bala .,,10
"gostoso falar de um livro em que foi lido há muuuuito tempo ... melhor ainda quando esta diferença de tempo significa também vivências distintas ... começo de a adolescência e o útimo de os 20 já a o fim ... me apaixonei por Pedro Bala e a todo custo queria ser Dora e viver em as ruas , não tinha nada mais poético ( embora eu não encarava as coisas de esta maneira )que a vida de os meninos de Amado ... adoraria ler novamente , mas tenho medo de quebrar todo aquele encanto ... encanto por uma situação tão degradante ... só mesmo sendo uma grande escritor !","Pedro
Bala",10
"Muito bom esse livro , retrata a realidade de os meninos de rua .",,10
"Assustadoramente realista ,",,10
"acho essa a melhor forma de definir o livro , a obra não apela para as técnicas naturalistas , mas mostra a realidade como ela é , sem separar as pessoas entre "" boas "" e más "" , "" bons cidadãos "" e "" criminosos "" .",,10
Twilight - Stephenie Meyer,,10
O livro é tudo de bom .,livro,10
Este livro encantou muita gente por qual motivo não iria me encantar ?,livro,10
Ele realmente me cativou .,Ele,10
"Mas o mais interessante foi que basicamente tudo que estava em ele era diferente de o filme , e sinceramente eu prefiro o livro .",,10
"Ele não é exatamente MELHOR de o que o filme , mas a história é contada de uma maneira diferente então , é interpretada de uma maneira diferente .",,10
"Eu gostei muito , mais uma vez a Stephenie Meyer é maravilhosa .",,10
Adoreei o livro e recomendo .,livro,10
critica ( não é uma resenha ),,10
"Em a verdade é muito complicado ler uma critica mesmo que ela não seja construtiva , e se referindo a saga Crepúsculo não vejo porque uma acusação tão forte de que seja ruim pois ele é escrito muito bem não foge de a ideia como diversos autores e tem uma linha de a raciocínio muito boa ; em relação a historia em si todos que pegamos o livros para ler já sabíamos que seria uma fantasia com romance e um romance lindo e ingenuo como o primeiro romance de todo o adolescente não concordo de que é ruim todos tínhamos uma ideia que seria uma historia com bastante utopia e baseado em o que já sabíamos esta fantástico pois a escritora soube muito bem conduzir o texto","ele
linha
de
a
raciocínio",10
tão bom quanto o filme,,10
Eu achei uma aventura .. rs,,10
"Isabella Swan se muda para a chuvosa cidade de Forks para morar com seu pai e , então , conhece o Edward Cullen , que , em primeiro momento , demonstra desprezo por ela .",,10
"Depois de alguns acontecimentos , Bella e Edward se aproximam e se apaixonam , e é aí que ela descobre o segredo de ele e o perigo que corre .",,10
O livro é bem escrito e de leitura fácil .,livro,10
A Bella é uma personagem um tanto diferente de o que eu estava acostumada .,,10
"Ela é insegura , exagerada e , A as vezes , dá em os nervos .",,10
Mas me identifiquei muito com ela .,,10
"Li , em algum lugar , uma crítica sobre esse livro que dizia que a Stephenie Meyer foi muito esperta , pois conseguiu reunir as características femininas mais comuns em a Bella , o que faz com que a maioria de as mulheres se identifique com ela .",,10
"O Edward é um personagem masculino que chama atenção feminina , pois é completamente apaixonado por a Bella , mesmo ela sendo sem graça ( como ela mesma se descreve ) , e só tem olhos para ela , sempre carinhoso , atencioso e cavalheiresco .",,10
"A autora também mexe bastante com as lendas de vampiros em este livro , modificando algumas características marcantes de estes , o que fez com que muitas pessoas criticassem ela .",,10
"Porém , eu achei as idéias originais , interessantes e válidas .",idéias,10
"Enfim , gosto de o livro e recomendo .",livro,10
1.0,,10
"Li , pois sou a favor de conhecer algo antes de sair por aí fazendo críticas baseado em o que se ouve , ou se tá em a moda gostar ou não gostar de algo .",,10
"Li e meu máximo foi terminar o segundo livro , não precisei de mais pra confirmar que Stephanie Meyer seria mais sensata se deixasse sua imaginação incrivelmente fértil somente pro mundo de os seus sonhos .",,10
